taxonomy,sample
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Roussoella;s__Roussoella_solani,LP
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_elongata,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Hawksworthiomyces;s__Hawksworthiomyces_hibbettii,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_dichromosporum,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi,LP
k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_cervinus,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybula,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi;p__Ascomycota,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_felis,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Thozetella;s__Thozetella_lithocarpi,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Parengyodontium;s__Parengyodontium_album,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi,LP
k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi,LP
k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Farysia;s__Farysia_taiwaniana,LP
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Oberwinklerozyma;s__Oberwinklerozyma_yarrowii,LP
k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypomyces;s__Hypomyces_completus,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,LP
k__Fungi,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_elongata,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_cornigerum,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;s__Beauveria_bassiana,LP
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;g__Yamadamyces;s__Yamadamyces_rosulatus,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_wortmannii,LP
k__Fungi,LP
k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora_borbonica,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Eutypella;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__unidentified,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_tropicosinicus,LP
k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Lentamycetaceae;g__Siepmannia;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae,LP
k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_gibberispora,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_paxilli,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;f__Pleurotheciaceae;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix;s__unidentified,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia;s__Tausonia_pullulans,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sporotrichioides,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Cytospora;s__Cytospora_diatrypelloidea,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae,LP
k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_vinacea,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_verruculosus,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Glutinomyces;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_ghanense,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybula,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__unidentified,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_cucumerina,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Cladorrhinum;s__Cladorrhinum_bulbillosum,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella;s__Volutella_consors,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Strelitziana;s__Strelitziana_africana,LP
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium;s__unidentified,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybula,LP
k__Fungi,LP
k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_hominis,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium,LP
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_elongata,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_japonicus,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,LP
k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_pullulans,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala;s__Phialocephala_humicola,LP
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium;s__unidentified,LP
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Cylindrium;s__Cylindrium_grande,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__unidentified,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,LP
k__Fungi,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Rhizodermea;s__Rhizodermea_veluwensis,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Wiesneriomycetaceae;g__Spissiomyces;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Mycochlamys;s__Mycochlamys_macrospora,LP
k__Fungi;p__Basidiomycota,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__Tolypocladium_capitatum,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Septoria;s__Septoria_campanulae,LP
k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Mycochlamys;s__Mycochlamys_macrospora,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_domesticum,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_endophytica,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;s__Lecanicillium_saksenae,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Thermomyces;s__Thermomyces_lanuginosus,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sumatraense,LP
k__Fungi;p__Ascomycota,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pseudochaetosphaeronema;s__unidentified,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Fusidium;s__unidentified,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum;s__Stereum_hirsutum,LP
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypomyces;s__Hypomyces_completus,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Trichomerium;s__Trichomerium_foliicola,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Irpicaceae;g__Ceriporia;s__Ceriporia_reticulata,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Ochroconis;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myrothecium;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix;s__Sporothrix_eucalyptigena,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nodulisporium;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Myceliophthora;s__Myceliophthora_lutea,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__unidentified,LP
k__Fungi;p__Ascomycota,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_biseriata,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Xenoacremonium;s__Xenoacremonium_recifei,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;s__unidentified,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum_plurivorum,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,LP
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_humilis,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora_incarnata,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Fusidium;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__unidentified,LP
k__Fungi,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Ascomycota,LP
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_asahii,LP
k__Fungi,LP
k__Fungi,LP
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,LP
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__GS33;f__unidentified;g__unidentified;s__unidentified,LP
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_paxilli,LP
k__Fungi,LP
